Level1_Name,Level1_Desc,Level2_Name,Level2_Desc,Level3_Name,Level3_Desc,Level4_Name,Level4_Desc,Level5_Name,Level5_Desc,Assign_To,Timeline,Weight,Substation_Type,Leaf_Node_Progress_Type
,,,,,,Walkie-Talkie/Phone Network,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,Compliance & Resource Mobilization,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,
,,,,Construction Equipment & Vehicle Mobilization,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,
,,,,,,Crane/EOT Mobilization,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,,,Earthmoving Equipment Mobilization,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,Workmen Insurance / ESI-PF Registration,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,
,,,,,,Labor License Application,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,,,ESI/PF Code Registration,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,Site Security Arrangement,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,
,,,,,,Security Agency Deployment,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,,,Boundary Fencing/CCTV Setup,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
Statutory Approvals,,,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,
,,Land & Environmental Approval,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,
,,,,Land Acquisition / Site Handover,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,
,,,,,,Land Title Verification,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,,,Possession Handover Memo,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,Forest Clearance,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,
,,,,,,Stage-I Forest Clearance,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,,,Stage-II Forest Clearance (CAF Payment),,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,Environmental Clearance,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,
,,,,,,EIA Report Submission,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,,,Public Hearing/SEIAA Approval,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,Government Regulatory Approval,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,
,,,,Pollution Control Board Consent (CTE/CTO),,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,
,,,,,,Consent to Establish (CTE),,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,,,Consent to Operate (CTO),,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,Electrical Inspectorate Approval,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,
,,,,,,Drawing Submission to Inspectorate,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,,,Site Inspection & NOC,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,CEIG Drawing Approval,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,
,,,,,,GA/SLD Drawing Submission,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,,,Comments Resolution & Final Approval,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,CEA Compliance Approval,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,
,,,,,,CEA Regulation Checklist Compliance,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,,,CEA Technical Standards Certification,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,Safety & Site Statutory Approval,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,
,,,,Fire Safety Approval,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,
,,,,,,Fire NOC Application,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,,,Fire Department Site Inspection,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,Explosive License (Oil Storage),,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,
,,,,,,PESO License Application,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,,,Storage Facility Inspection,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,Local Authority Approval,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,
,,,,,,Panchayat/Municipal NOC,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,,,Building Permission (Control Room),,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,Crossing & Right-of-Way Approval,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,
,,,,Railway/Highway Crossing Approval,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,
,,,,,,Railway Authority Permission,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,,,NHAI/PWD Permission,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,Aviation/Height Clearance,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,
,,,,,,AAI NOC Application,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,,,Structure Height Compliance Certificate,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,Right of Way Approval,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,
,,,,,,RoW Survey,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,,,Compensation/Agreement with Landowners,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,Grid & Communication Approval,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,
,,,,Grid Connectivity Approval,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,
,,,,,,Connectivity Application to SLDC/RLDC,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,,,Connection Agreement Signing,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,Telecom/PLCC Frequency Clearance,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,
,,,,,,WPC Frequency Allocation,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,,,PLCC Carrier Testing Clearance,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
Survey & Soil Investigation,,,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,
,,Survey Activities,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,
,,,,Topographical Survey,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,
,,,,,,Total Station/DGPS Survey,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,,,Contour Map Preparation,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,Benchmark Fixing,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,
,,,,,,Reference Benchmark Establishment,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,,,Temporary Benchmark Pillars,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,Grid Coordinate Survey,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,
,,,,,,Equipment Centerline Marking,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,,,Grid Reference Pegging,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,Underground Utility Detection,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,
,,,,,,GPR Scanning,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,,,Existing Cable/Pipeline Marking,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,Soil Investigation Activities,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,
,,,,Soil Investigation / Trial Pits,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,
,,,,,,Trial Pit Excavation,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,,,Bore Hole Drilling,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,Bore Log Analysis,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,
,,,,,,Strata Classification,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,,,SPT N-Value Recording,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,Geo-Technical Test,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,
,,,,,,Bearing Capacity Test,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,,,"Lab Testing (Grain Size, Atterberg Limits)",,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,Soil Resistivity Test,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,
,,,,,,Wenner's Four-Pin Method Test,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,,,Resistivity Data Compilation,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,Site Assessment,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,
,,,,Hydrological / Flood Level Study,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,
,,,,,,HFL Data Collection,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,,,Drainage Pattern Assessment,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,Climatic Data Collection,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,
,,,,,,Wind Speed/Seismic Zone Data,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,,,Temperature/Pollution Level Data,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,Layout Engineering,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,
,,,,Yard Layout Finalization,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,
,,,,,,Equipment Spacing Layout (Clearance Norms),,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,,,Bay Extension Provision Layout,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,Client/Consultant Layout Approval,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,
,,,,,,Layout Submission for Review,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,,,Comments Incorporation & Sign-off,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
Engineering & Design,,,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,
,,Power System Studies,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,
,,,,Single Line Diagram (SLD),,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,
,,,,,,Preliminary SLD,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,,,Final Approved SLD,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,Short Circuit Study,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,
,,,,,,Fault Level Calculation,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,,,Equipment Rating Verification,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,Load Flow Study,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,
,,,,,,Steady-State Load Flow,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,,,Contingency Analysis,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,Insulation Coordination Study,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,
,,,,,,BIL/Clearance Determination,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,,,Surge Arrestor Rating Selection,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,"Protection, Control & SCADA Design",,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,
,,,,Protection Philosophy Design,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,
,,,,,,Main/Backup Protection Scheme,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,,,Bus/Transformer/Line Protection Design,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,Relay Coordination Study,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,
,,,,,,Relay Setting Calculation,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,,,Time-Current Grading Curve,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,Interlocking Scheme Design,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,
,,,,,,Bay-Level Interlock Logic,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,,,Earth Switch/Isolator Interlock Logic,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,SCADA/RTU Architecture Design,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,
,,,,,,SCADA Network Architecture,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,,,RTU I/O Mapping & Protocol Selection,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,Layout & Cable Engineering,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,
,,,,Bus Bar Layout Design,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,
,,,,,,Bus Bar Sag/Tension Calculation,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,,,Phase Spacing Design,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,Equipment Layout Design,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,
,,,,,,Bay-wise Equipment Positioning,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,,,Maintenance Clearance Layout,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,Cable Sizing & Schedule Preparation,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,
,,,,,,Current Rating/Derating Calculation,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,,,Cable Schedule & Route Marking,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,Cable Tray Layout,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,
,,,,,,Tray Routing Design,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,,,Tray Loading Calculation,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,Civil & Structural Engineering,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,
,,,,Foundation Design,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,
,,,,,,Foundation Load Calculation,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,,,Reinforcement Detailing Drawing,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,Structure/Gantry Design,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,
,,,,,,Structural Steel Sizing,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,,,Wind/Seismic Load Analysis,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,General Arrangement (GA) Drawing,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,
,,,,,,Plan & Elevation Drawing,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,,,Sectional Detail Drawing,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,Earthing & Protection Engineering,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,
,,,,Earthing Design,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,
,,,,,,Earth Grid Conductor Sizing,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,,,Touch/Step Voltage Calculation,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,Earth Grid GPR Study,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,
,,,,,,Ground Potential Rise Simulation,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,,,Mitigation Measures Design,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,Lightning Protection Design,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,
,,,,,,Mast/Shielding Angle Calculation,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,,,Lightning Arrestor Positioning,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,Battery Sizing Calculation,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,
,,,,,,DC Load Listing,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,,,Battery Ah Capacity Calculation,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,Design Documentation & Approval,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,
,,,,Drawing Approval Cycle (IFA to IFR to IFC),,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,
,,,,,,Issued for Approval (IFA) Submission,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,,,Issued for Review/Construction (IFR/IFC),,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,BOQ Preparation,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,
,,,,,,Quantity Take-off,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,,,Rate Analysis,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,BOM Preparation,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,
,,,,,,Material List Compilation,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,,,Vendor-wise BOM Split,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
Procurement & Supply,,,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,
,,Vendor & Contract Management,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,
,,,,Vendor Finalization,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,
,,,,,,Technical Bid Evaluation,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,,,Commercial Negotiation,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,Vendor Drawing Approval,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,
,,,,,,GA Drawing Review,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,,,Drawing Sign-off,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,Purchase Order Release,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,
,,,,,,PO Issuance,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,,,Advance Payment Processing,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,Manufacturing & Inspection,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,
,,,,TPIA Engagement,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,
,,,,,,TPIA Appointment,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,,,Inspection Schedule Finalization,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,Manufacturing Follow-up,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,
,,,,,,Production Progress Tracking,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,,,Stage Inspection Visits,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,Factory Acceptance Test (FAT),,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,
,,,,,,FAT Procedure Review,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,,,FAT Witnessing & Report Sign-off,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,Logistics & Dispatch,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,
,,,,Dispatch Clearance,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,
,,,,,,Pre-Dispatch Inspection,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,,,Dispatch Instruction Issuance,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,Customs Clearance (Imported Equipment),,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,
,,,,,,Import Documentation,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,,,Customs Duty Clearance,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,Transportation/Logistics Planning,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,
,,,,,,Route Survey for ODC Movement,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,,,Permit/Escort Arrangement,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,Equipment Supply,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,
,,,,Primary Equipment,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,
,,,,,,Power Transformer Supply,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,,,CB/CT/PT/Isolator/LA Supply,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,Yard Equipment,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,
,,,,,,Bus Bar/Conductor Supply,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
,,,,,,Structure/Gantry/Insulator Supply,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,AIS,Binary
