Level1_Name,Level1_Desc,Level2_Name,Level2_Desc,Level3_Name,Level3_Desc,Level4_Name,Level4_Desc,Level5_Name,Level5_Desc,Assign_To,Timeline,Weight,Substation_Type,Leaf_Node_Progress_Type
,,Railway/Highway Crossing Approval (if applicable),,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Telecom/PLCC Frequency Clearance,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Right of Way Approval (if applicable),,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
Survey & Soil Investigation,,,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,
,,Topographical Survey (smaller footprint than AIS),,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Benchmark Fixing,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Grid Coordinate Survey,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Underground Utility Detection,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Soil Investigation,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Bore Log Analysis,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Geo-Technical Test,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Soil Resistivity Test,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Hydrological / Flood Level Study,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Climatic Data Collection,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Layout Finalization (GIS Hall + Outdoor Yard),,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
Engineering & Design,,,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,
,,Single Line Diagram (SLD),,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,GIS Bay Layout (Single/Double Bus),,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Building Layout (Indoor GIS Hall),,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,"Foundation Design (GIS equipment-specific, lighter loads)",,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,"Transformer Yard Foundation Design (outdoor, heavier loads)",,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,SF6 Gas Zone & Monitoring Design,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Bus Duct / Interface Bushing Design (SF6-to-oil interface),,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,GIS Hall Earthing Mesh / Faraday Cage Design,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Outdoor Earthing & Earth Grid Design,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Lightning Protection Design,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Protection Philosophy Design,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Relay Coordination Study,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Short Circuit Study,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Load Flow Study,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Insulation Coordination Study,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Interlocking Scheme Design,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Control & Relay Panel Design,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Battery Sizing Calculation,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Cable Sizing Calculation,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Cable Trench / Tray Layout,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Cable Schedule Preparation,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,SCADA Architecture Design,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,RTU Design,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Metering Scheme Design,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,EOT Crane Design (for GIS module handling inside hall),,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Illumination Design,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,HVAC Design (GIS Hall & Control Room),,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Fire Detection & Suppression System Design,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Drawing Approval Cycle (IFA to IFR to IFC),,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Bill of Quantity (BOQ),,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Bill of Material (BOM),,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
Procurement Management,,,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,
,,Vendor Identification,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Vendor Finalization,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Purchase Requisition (PR),,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Purchase Order Release,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Vendor Drawing Approval,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Third-Party Inspection Agency (TPIA) Engagement,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Material Manufacturing Follow-up,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Factory Acceptance Test (FAT) - Type & Routine Tests for GIS Bays,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Dispatch Clearance,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Customs Clearance (Imported Equipment),,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Logistics Planning (Oversized Cargo Handling),,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Transportation Arrangement,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
Supply / Equipment Procurement,,,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,
,,"GIS Switchgear (Bus bar, CB, CT, PT, Isolator, Earth Switch - SF6 encapsulated)",,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,"Power Transformers (outdoor, oil-filled)",,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,SF6 Gas & Gas Monitoring System,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,SF6 Gas Cylinders & Storage Equipment,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,GIS-Transformer Bus Duct / Cable Connections,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Lightning Arrestors,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,"Control & Relay Panels (Protection, SCADA, RTU)",,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,ACDB/DCDB Panels,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Battery Bank & DC System,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Battery Charger,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,UPS System,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,EOT Crane (GIS Hall),,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,HVAC Equipment,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Fire Detection & Suppression System,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,DG Set,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,"Tools, Tackles & Spares",,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Cable Tray,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Power Cables,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Control Cables,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Earthing Material,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Hardware & Connectors,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
Material Receipt & Inventory Management,,,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,
,,Material Receipt at Site,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Unloading Activity,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Material Inspection Report (MIR),,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Quantity Verification,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Damage Inspection,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Storage Management,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Inventory Tracking,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Preservation of Equipment,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
Civil Works,,,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,
,,Site Grading & Leveling,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Excavation Work,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Anti-Termite / Soil Treatment,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,PCC Work,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Reinforcement Work,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,RCC Work,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,GIS Building Construction (RCC Structure),,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Dust-proof / Clean Room Provisions for GIS Hall,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Equipment Foundation (inside GIS Hall),,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Anchor Bolt Fixing,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Transformer Yard Foundation (outdoor),,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Transformer Oil Pit / Oil Containment,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Fire Wall (between Transformer Yard & GIS Building),,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Control Room Building,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Control Room Finishing,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Cable Basement / Trenches,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Cable Ducting,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,HVAC Room & Fire Fighting System Civil,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Drainage System,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Rainwater Harvesting (if mandated),,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Boundary Wall,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Compound Gates,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Access Road / Heavy Unloading Bay (oversized GIS module transport),,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Internal Roads,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Cable Sealing End Yard (if cable-fed),,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Water Supply Arrangement,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
Structural Erection,,,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,
,,Transformer Support Structure Erection (outdoor),,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Lightning Arrestor Support Structure Erection,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Outdoor Gantry/Bus Support Structure Erection (yard side),,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Alignment Checking,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Bolt Tightening,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Galvanization Touch-up / Painting,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Structural Inspection,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
Equipment Installation,,,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,
,,GIS Bay Assembly & Erection (factory-assembled modules),,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Vacuum Drying / Moisture Treatment of GIS Joints (pre-gas-fill),,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,SF6 Gas Filling & Leak Testing,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Transformer Installation (outdoor yard),,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Transformer Assembly,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Transformer Oil Filtration,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Bus Duct / Cable Connection (GIS to Transformer),,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Lightning Arrestor Installation,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Battery Bank Installation,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Battery Charger Installation,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,ACDB/DCDB Installation,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,EOT Crane Installation & Testing,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Panel Installation,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
Electrical Installation,,,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,
,,Control Panel Installation & Internal Wiring,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Cable Tray Installation,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Power Cable Laying,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Control Cable Laying,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Cable Ferruling,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Cable Glanding,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Cable Termination (incl. Outdoor Sealing Ends),,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Cable Fireproofing & Sealing at Penetrations,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Marshalling Box Wiring,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,AC/DC Distribution Wiring,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Earthing Installation (GIS Hall Mesh + Outdoor Grid),,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Earthing Strip Laying,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Earth Pit Installation,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,HVAC & Fire System Installation,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Lighting Installation (GIS Hall + Yard),,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,DG System Installation,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
Quality Assurance / Quality Control (QA/QC),,,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,
,,Inspection Test Plan (ITP),,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Request for Inspection (RFI),,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Material Inspection,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Third-Party Inspection (TPI) Coordination,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Concrete Cube Test,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Welding Inspection,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Alignment Inspection,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Torque Verification,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Instrument Calibration Check,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Document/QA Record Control,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,NCR Generation,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,NCR Closure,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
Safety Management (EHS),,,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,
,,Safety Induction,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Toolbox Talk,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,PPE Distribution,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Permit to Work System,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Work at Height Safety,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Electrical Safety Procedure,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Fire Safety Arrangement,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Emergency Response Plan,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Accident Reporting,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Environment Monitoring & Waste Management,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Safety Audit,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
Testing & Pre-Commissioning,,,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,
,,SF6 Gas Quality & Pressure Test,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,SF6 Gas Moisture / Dew Point Test,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Partial Discharge (PD) Test,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Insulation Resistance Test,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Transformer Ratio Test,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Winding Resistance Test,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Tan Delta Test,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Transformer Vector Group Test,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Magnetic Balance Test,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,CT Testing,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,PT/CVT Testing,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Circuit Breaker Timing Test,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Contact Resistance Test,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Relay Testing,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Primary Injection Test,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Secondary Injection Test,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Interlock Testing,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Earthing Resistance Test,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Battery Discharge Test,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,DC System Testing,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,HV Cable Testing (VLF/PD Test),,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
,,Fire Alarm/Detection System Testing,,,,,,,,"Harsh,Shruti",25-Dec-2025|07-Jun-2026,,GIS,Binary
